,Q1,Q2,Q3,Q4,Q5,LS
20201130,-0.06950089585226395,-0.0525667250001957,-0.06122324672998354,-0.05763296843969569,-0.0044477089145031,0.06505318693776085
20201201,-0.08134392816870101,-0.06051560834270256,-0.0648638307724607,-0.06604184625606044,-0.013585092902667491,0.06775883526603352
20201202,-0.07272831432517898,-0.05907540230109373,-0.05370847190830377,-0.0523840190960403,0.005794550936661908,0.0785228652618409
20201203,-0.06874143358438849,-0.04562422199102077,-0.03985460214277507,-0.03052306767911657,0.031187225309835597,0.09992865889422409
20201204,-0.07518620346652943,-0.052104598010431456,-0.04349387346474251,-0.03355055745884236,0.033119851743209125,0.10830605520973856
20201207,-0.0807386934217492,-0.05842866864111166,-0.05355480116918492,-0.03913244165819314,0.02612589201572447,0.10686458543747368
20201208,-0.10481587609411876,-0.07804189162905789,-0.0723636984873135,-0.06379314596336653,0.015454369903856072,0.12027024599797483
20201209,-0.08841058865594835,-0.062250410519636326,-0.058954420455738094,-0.04396848563227458,0.027716343852521287,0.11612693250846964
20201210,-0.11052614078900642,-0.08368170835511511,-0.08123996299215494,-0.06346632897384763,0.011001461036500427,0.12152760182550686
20201211,-0.09108917091508593,-0.06324450788755341,-0.0621812771500758,-0.03643225736781876,0.04241901013201713,0.13350818104710307
20201214,-0.1016818381262219,-0.08129263057650793,-0.07389261105815084,-0.06402207169924323,0.015104803822587099,0.116786641948809
20201215,-0.09420047526370016,-0.07301982658298169,-0.07062715467258877,-0.06033939002083804,0.001961032228691121,0.09616150749239129
20201216,-0.0667574385036818,-0.05627274594637659,-0.04794679628438535,-0.040734039276145204,0.01341643676141317,0.08017387526509498
20201217,-0.06174211513019515,-0.05089461954413426,-0.04427288804206258,-0.031699024351444643,0.026804003739489886,0.08854611886968504
20201218,-0.051865279371084205,-0.04268395918977276,-0.038713162747139,-0.026884681095444903,0.02371438854725913,0.07557966791834334
20201221,-0.05912560609179005,-0.05016872332856357,-0.04381175898981002,-0.032830969695187805,0.01616440042318511,0.07529000651497517
20201222,-0.035906230325569305,-0.026820613220984026,-0.01897499326347802,-0.0024318269063893843,0.048558899705488184,0.08446513003105749
20201223,-0.04788459890569579,-0.04234178909489284,-0.038340728044952394,-0.017346242003267575,0.04046971114724611,0.08835431005294189
20201224,-0.04719064784387901,-0.041671273089578895,-0.03493678094954994,-0.014039847073873091,0.052655014414269,0.099845662258148
20201225,-0.06022773077043581,-0.05494112662131089,-0.05211949547851073,-0.03386804091682184,0.02199105677076872,0.08221878754120454
20201228,-0.04592012344944841,-0.042886181799477,-0.03634446397518374,-0.025500878462524728,0.029054374402572955,0.07497449785202137
20201229,-0.05761896417505723,-0.053149291363267064,-0.04445379207889666,-0.03283142120617848,0.016175594124484195,0.07379455829954143
20201230,-0.07144262148418389,-0.06914274310016028,-0.05876751297814689,-0.053235663755155926,-0.006715557512690603,0.06472706397149328
20201231,-0.08399442966552287,-0.0777311189692831,-0.07173952571881084,-0.05849665017002879,-0.014515097382808175,0.06947933228271469
20210104,-0.09234241711164808,-0.08126737452983987,-0.08346019053764339,-0.07120483798097894,-0.021924889822701694,0.07041752728894637
20210105,-0.0993041761194424,-0.09039192162479266,-0.09315122351477713,-0.08404961914682366,-0.04144526804979137,0.05785890806965102
20210106,-0.10208331905360926,-0.09622583570209998,-0.10071390292402595,-0.08517196004065142,-0.051719318346102244,0.05036400070750702
20210107,-0.07667957742565024,-0.08107536026608979,-0.08613003233486541,-0.07868863172152256,-0.060029805442083015,0.01664977198356722
20210108,-0.08221259743059842,-0.07971542070918426,-0.08345492593112554,-0.07692656722697416,-0.04437828370072405,0.037834313729874364
20210111,-0.04963964305254937,-0.046046521536214184,-0.043411082217452046,-0.036134323343265315,-0.004940916536734821,0.04469872651581455
20210112,-0.04976892160059043,-0.042055606858792643,-0.044293063181014954,-0.04043492658238156,-0.00672454932049065,0.04304437228009978
20210113,-0.006742513679883135,0.000174358589687101,0.002237976850441709,-0.00011258404085254908,0.010044856254974154,0.01678736993485729
20210114,0.016587960479651238,0.020516130463466127,0.020820975525854418,0.030014625640317955,0.03244349428222841,0.015855533802577173
20210115,0.016520751460527765,0.018633801287567208,0.02344634464312318,0.02583916345756982,0.02234482032992233,0.005824068869394565
20210118,-0.0046715333206222304,0.005016068252841477,-0.0006433256317224885,0.004715850907927569,-0.007331673742289018,-0.0026601404216667875
20210119,-0.008880111897818954,-0.0017327690664756912,-0.0028118798989520263,0.0014115380998698068,-0.014755241205099679,-0.005875129307280725
20210120,-0.012119143035675297,0.00010559860058600557,-0.012432026680674807,-0.010533897324835109,-0.035205722133144816,-0.02308657909746952
20210121,-0.014238862261859903,-0.009059692908343093,-0.017556342542141484,-0.019850883540547887,-0.06437700099983638,-0.050138138737976484
20210122,0.024252942605683458,0.025167166484278306,0.01778725716079116,0.009192171737446861,-0.045346671798527714,-0.06959961440421117
20210125,0.043620366284493506,0.03479352031044301,0.03266005314477762,0.01910583420417716,-0.050135174243917925,-0.09375554052841142
20210126,0.06000591215543673,0.04845493568224419,0.055990231119748296,0.04060562358182091,-0.011393881401259052,-0.07139979355669578
20210127,0.05733430072036622,0.04621255813046991,0.04724731118124412,0.031907499747281895,-0.03560088657985008,-0.0929351873002163
20210128,0.07424998972076924,0.06354300485830208,0.06302718971959768,0.05597399897483562,-0.0093621862480805,-0.08361217596884973
20210129,0.08687054834867688,0.06780199088443074,0.07531421865695766,0.06121093657273648,-0.025908950488786168,-0.11277949883746305
20210201,0.0651289242957835,0.05263074113633838,0.05114272276239503,0.028450884171451127,-0.06735478305167401,-0.1324837073474575
20210202,0.04707080695457704,0.034703738550637075,0.03475309729298301,0.012405821126896461,-0.07952523502100248,-0.12659604197557953
20210203,0.08167862388557184,0.06824955207003737,0.0707736744915081,0.05231383242844975,-0.044990128556268154,-0.12666875244184
20210204,0.09871050444683672,0.09138655469526692,0.09797497477978821,0.07639625852098114,-0.022079455735468833,-0.12078996018230556
20210205,0.10913914979700724,0.1021846453051089,0.10958998219917591,0.09997040040936482,-0.015116484552800208,-0.12425563434980745
20210208,0.13698229568458692,0.11919028294730724,0.11921643410910099,0.10601839472538657,-0.012490784687281932,-0.14947308037186885
20210209,0.12545750194221483,0.10126429699596863,0.10450392121263817,0.08585672477612558,-0.02548677120669057,-0.1509442731489054
20210210,0.11167908837963125,0.09495795710579948,0.09079580206860774,0.07949354242237731,-0.025083213972419787,-0.13676230235205103
20210218,0.07567822806190691,0.061172176790229564,0.056617828135723004,0.04495003984962612,-0.047435690340609425,-0.12311391840251634
20210219,0.057712092914835124,0.03860319881506504,0.044379733639298556,0.0373725474481819,-0.044953147717533906,-0.10266524063236904
20210222,0.03125389974035275,0.020927407349711685,0.01770938043634188,0.013134862263851453,-0.05491167872198233,-0.08616557846233508
20210223,0.03732369935059553,0.021386384394404594,0.021455080941797947,0.005058513269071049,-0.06736767152078305,-0.10469137087137857
20210224,0.025618831008208214,0.014561261103669332,0.013270487058449075,0.0009811536356682665,-0.05392295095336959,-0.0795417819615778
20210225,0.03997537686922013,0.03243998441600526,0.026856156359162924,0.02372359884221945,-0.029857338176093543,-0.06983271504531367
20210226,0.03289363717720871,0.02976786013467643,0.040109349919958036,0.025975068984133994,-0.010001729491619041,-0.04289536666882775
20210301,-0.012701178260120417,0.0032053756479024243,0.011963471455297943,0.0007665856827587569,-0.031798030848421276,-0.019096852588300857
20210302,0.000759732026061681,0.013688724099417912,0.021468467098813476,0.004082167194468038,-0.027859601982535283,-0.028619334008596963
20210303,-0.007064630774464476,0.002097667091345021,0.0107120277167926,-0.010623634323996427,-0.03475920290910042,-0.02769457213463595
20210304,-0.00033559152431939605,0.008637734188724435,0.009337290863200601,-0.0020310889584912685,-0.006736239632948941,-0.0064006481086295456
20210305,-0.0023588954733175125,0.006774813033413069,0.009052285160125515,0.007115571721341522,-0.003164020795351221,-0.0008051253220337086
20210308,0.011542917004660995,0.019076901658331123,0.02289891853893124,0.025815553810242847,0.02860286103993906,0.017059944035278066
20210309,0.028914435309477526,0.0289579128557124,0.03520636137213545,0.03926615333256684,0.0645079826450817,0.03559354733560417
20210310,0.0530471236183863,0.05252297819083494,0.050800767732156395,0.05106377156340018,0.055050070060631846,0.0020029464422455442
20210311,0.02422782779934389,0.024975395167560525,0.026056942134525408,0.016755351878769656,0.006356768725900837,-0.017871059073443052
20210312,0.022529425948186323,0.013665714078169456,0.012792611999312184,0.002901292886498235,0.00017706179958640745,-0.022352364148599917
20210315,0.02991515218728896,0.027735674324518858,0.017960768824257387,0.01349662894117131,0.026534467882572327,-0.0033806843047166323
20210316,0.0031707653471879753,0.012888780021808426,0.004473019034290611,0.0001568582064542741,0.017841541481025788,0.014670776133837812
20210317,0.022497024732705474,0.029463272987389835,0.019018265200448067,0.012495790290941049,0.015416146870508608,-0.007080877862196865
20210318,0.04012455133189916,0.04053300032364761,0.02985935539745601,0.02350100113536691,0.024419512316634803,-0.01570503901526436
20210319,0.032861528841282656,0.03352780132245209,0.028055599661177603,0.025102187298119465,0.04022911175313187,0.007367582911849212
20210322,0.01320768134435899,0.01072925422070626,0.013097936091979017,0.0015899199004886905,0.02762699410199009,0.014419312757631099
20210323,0.023088488070474367,0.022047711801652832,0.02468149553829253,0.02224252302960459,0.04764835266784881,0.024559864597374442
20210324,0.014868514530712914,0.01879158384525772,0.015161779834366552,0.02419555820366858,0.07238259745799298,0.057514082927280066
20210325,0.008082664574881215,0.01793981624355232,0.020326403362212052,0.023147805987505318,0.06734920525018993,0.05926654067530872
20210326,-0.013844638798641076,0.0016934318280027146,0.005013908096648687,0.005844699058873621,0.040474607999374204,0.05431924679801528
20210329,-0.010056613451439971,0.002915992862068467,0.0053403731861045535,0.0021675506000617237,0.045387480253852024,0.05544409370529199
20210330,0.003239922525734213,0.012966619024494244,0.011155823078153021,0.00724284850858839,0.0365144867737755,0.03327456424804129
20210331,-0.012809041103434414,-0.0016459344891416679,-0.0029609738453781455,-0.0011836920915595948,0.04304497863312882,0.05585401973656323
20210401,-0.010767796751833137,-0.002557424559167657,0.0027422251700247547,0.002516946501062972,0.038053500264087776,0.04882129701592092
20210402,-0.019108856335013358,-0.008762544070323054,0.002304241906079398,0.0007960033476208536,0.022567616311298853,0.04167647264631221
20210406,-0.025434518024525787,-0.006217216989282553,-0.002058372875114773,-0.0037481847687624555,0.018793670751607622,0.04422818877613341
20210407,-0.02443675195009266,-0.007468042421792812,-0.0023540933888398165,-0.00756793592390766,0.012895716882055272,0.037332468832147934
20210408,-0.0005485152599816317,0.012800137403962462,0.015571005866048614,0.008949578166586931,0.024111078577980546,0.02465959383796218
20210409,0.003929703938926185,0.011237669610463278,0.00987077013268994,-0.0023535861075295807,0.013774881573119735,0.00984517763419355
20210412,0.03064919523818634,0.027302872553573384,0.02722069746317369,0.021735673155163386,0.053594095962155704,0.022944900723969364
20210413,0.016696466846481017,0.019369170414039464,0.02150617930631986,0.02272457491694748,0.06373058815881008,0.047034121312329064
20210414,0.010319153693351466,0.013187426003422688,0.01888595493633983,0.020861943895575025,0.04920347444368161,0.038884320750330145
20210415,0.012213992332937459,0.009196641817500295,0.019185943122457944,0.019872584167560037,0.05328151319168994,0.04106752085875248
20210416,-0.01471240700918644,-0.009689718426097983,0.0007244828483040867,-0.002927900256487944,0.03913890546807295,0.05385131247725939
20210419,-0.020384098685126032,-0.01970233394836163,-0.006103565061209333,-0.012779964031497563,0.015772786087471777,0.036156884772597805
20210420,-0.004802072564804204,-0.0069089387882087456,0.008230875715572777,-0.007184239787575592,0.01678860907381316,0.021590681638617364
20210421,0.007432390892246795,0.0038234568375936514,0.008999562008975094,0.009451154122260875,0.027894626962418605,0.02046223607017181
20210422,0.007083800176528864,0.0064416004482811965,0.017020351234238815,0.008999776117613574,0.02614555564808406,0.019061755471555197
20210423,0.03275099247703216,0.023011992987950092,0.03018922938825722,0.019386200417316413,0.03358082432130898,0.0008298318442768182
20210426,0.028567665924091656,0.027545664934429684,0.03189077963246136,0.01568200303585733,0.03908996775597673,0.010522301831885073
20210427,0.04747952391988554,0.042185182675995365,0.05034384907521083,0.03149514903578666,0.059655674983087395,0.012176151063201857
20210428,0.06317120344790851,0.048119337542326945,0.048129184491082506,0.041257614700647004,0.0553781736972867,-0.007793029750621808
20210429,0.055994910520400974,0.03990297366943851,0.04657990297323037,0.0343960847990766,0.04408637961529044,-0.011908530905110536
20210430,0.0655066392232863,0.054317822939727596,0.05145413879334284,0.04518166382791232,0.04168770974207198,-0.02381892948121432
20210506,0.06403247930224468,0.04589882591196403,0.04743617746257854,0.03905565327015899,0.041806580531775654,-0.022225898770469023
20210507,0.07795699771100756,0.056840662903927336,0.05301540167959559,0.04366743152103123,0.06809214602229359,-0.009864851688713969
20210510,0.07238066306023208,0.05874450591413405,0.051936552971522366,0.037420846645714975,0.044926313212970484,-0.027454349847261597
20210511,0.06153705950290186,0.05645841660075375,0.04448393403728737,0.041654041886312845,0.05037640461123448,-0.011160654891667378
20210512,0.06491109153065104,0.048455400747309335,0.03679352706102583,0.02609401006133935,0.048145719501954384,-0.016765372028696657
20210513,0.05134016885876745,0.04347979863015781,0.03502872338287092,0.025563469179166354,0.05436065254408408,0.0030204836853166273
20210514,0.0328830846801379,0.01140920253934739,0.01554742908766667,0.013180654193630946,0.03330313820666491,0.00042005352652701305
20210517,0.03997876614244594,0.025444513353232254,0.01703944568804388,0.014271593958378159,0.0038916924080275987,-0.03608707373441834
20210518,0.047613770296368166,0.022829952321074015,0.018104121178736603,0.01020915569622175,0.012451332947457825,-0.03516243734891034
20210519,0.05919288445957888,0.03793856773962187,0.02244193678378239,0.01799660085059393,0.02167771117458542,-0.03751517328499346
20210520,0.07270080843827319,0.04949759840994871,0.03442136014193505,0.034264006180551906,0.04776086044960078,-0.024939947988672405
20210521,0.07327565586682125,0.04715981004292148,0.043227703901847624,0.04622413438278491,0.049656858201394566,-0.023618797665426683
20210524,0.06496697863606932,0.0444317665311927,0.03884463242762915,0.04151975790986004,0.05541168753905257,-0.00955529109701675
20210525,0.049556647935727734,0.033990207296574045,0.02759661116505344,0.030490780613458952,0.03471607109918032,-0.014840576836547416
20210526,0.036200998125969046,0.025511581204230138,0.025277529693081092,0.02810000132817652,0.044474013167249776,0.00827301504128073
20210527,0.03365177066997897,0.02463377618340808,0.02002975752808152,0.02645300417372117,0.043063218253067304,0.009411447583088331
20210528,0.030532126465917676,0.01932538525459599,0.01354045197149958,0.02294987524516778,0.03610786462054419,0.005575738154626513
20210531,0.03073320413833023,0.021370327341760503,0.01107767737199096,0.016448632026573293,0.02721251508725421,-0.003520689051076019
20210601,0.0037467065162919535,-0.002513468654168448,-0.009885708716960864,-0.002469257942013914,0.004777364119068927,0.0010306576027769732
20210602,0.012483476913699984,0.003109492552754115,-0.0011476505252664899,-0.005887500013385585,0.010687239535740465,-0.0017962373779595187
20210603,0.02661740414988684,0.017627263624770954,0.008253419543100458,0.011055627735621435,0.027694079323485433,0.001076675173598593
20210604,0.02787304391766858,0.017645984906755105,0.008957246179623244,0.009375149485925393,0.023165832533780906,-0.0047072113838876745
20210607,0.020580402191009955,0.008497716372777755,0.0068002727842292774,0.011869602048629127,0.035933186551836555,0.015352784360826599
20210608,0.016358443860345722,-0.0021243659339053875,0.0018379376544188323,0.011112575139231641,0.04041137530207138,0.02405293144172566
20210609,0.01681915753182086,0.0063030898698959005,0.0016155015733847478,0.01684343649354861,0.04877528686900477,0.03195612933718391
20210610,0.021918606956732336,0.010202262927981766,0.00977424221178037,0.028357145606587537,0.06101698761705801,0.03909838066032567
20210611,0.03348842010491286,0.021301360927958698,0.023758104461452597,0.042880495783758646,0.07976070969068742,0.04627228958577456
20210615,0.02677105230056467,0.024595774101759192,0.02041541358645734,0.04406844052380606,0.0781667651299886,0.05139571282942393
20210616,0.01831609371548028,0.024355766482121986,0.02231931633606234,0.05687429134008751,0.10787902445579277,0.08956293074031249
20210617,0.004991799968583979,0.020193126646520124,0.02068562343993438,0.05290146260641198,0.09569297953985821,0.09070117957127423
20210618,0.0016313294955224119,0.01179803545979294,0.011942160624314824,0.040050727017665086,0.08169881831097539,0.08006748881545298
20210621,-0.002291509727015029,0.002547337848275585,0.006898969600017098,0.03522436388546759,0.0690950908004593,0.07138660052747432
20210622,0.009544543195451494,0.0069114964654833355,0.013682492658460547,0.038034056516248825,0.08187066266353002,0.07232611946807853
20210623,0.010252733901642875,0.007659313709683596,0.014896962121338744,0.04456078477081498,0.08253505959439947,0.0722823256927566
20210624,0.001528678692783834,0.0011573735156241113,0.006380797889791438,0.05298191360188929,0.07657797691401316,0.07504929822122933
20210625,-0.01497076195668901,-0.010246493838794713,0.0005615891936534753,0.030203057622918285,0.04957118283392003,0.06454194479060904
20210628,-0.03470227804318278,-0.031203510060717584,-0.025947342581197047,0.008740396378881639,0.006053347235335699,0.040755625278518476
20210629,-0.051077236385183085,-0.043570599352878873,-0.04370739645894166,-0.007664273676205131,-0.005855385355329349,0.04522185102985374
20210630,-0.03502895051811622,-0.03641373566699718,-0.024430974205203786,0.011131503579989115,0.0260003904543303,0.06102934097244652
20210701,-0.010040135914545575,-0.01516494542150476,-0.00050005048445155,0.03793184045602407,0.05417922521463545,0.06421936112918103
20210702,0.011661111682869171,0.007935793912569681,0.01983037691391929,0.05518360936554852,0.07993413636522714,0.06827302468235798
20210705,-0.004532126493289868,-0.0007764169465213504,0.0025053491829308363,0.03459303620087154,0.04864114453962259,0.05317327103291246
20210706,0.002644911955618585,0.0068897764538866325,0.012484714467867718,0.04603191147269177,0.07568448881171184,0.07303957685609326
20210707,-0.01357730886968477,-0.0052565648343873275,0.007074602007512281,0.02849564831697192,0.05099049640730072,0.06456780527698548
20210708,-0.009814694787539864,0.0011267490379910467,0.005830978116742149,0.03846665770709648,0.062186198356082606,0.07200089314362247
20210709,-0.0023560688803228565,0.01103215761165947,0.008475314211724273,0.036576976036397826,0.05700394809368766,0.05936001697401052
20210712,-0.005314548177232971,0.009895035660546897,0.006142077891430504,0.034719301221852,0.049316633378423284,0.05463118155565626
20210713,-0.00893080344596327,0.008945975881369755,0.006940487104305634,0.03756996748039793,0.05274543359415737,0.06167623704012064
20210714,0.005039212414616858,0.019193325051730825,0.02210718839208017,0.04761106237623563,0.06966736460641537,0.06462815219179852
20210715,0.010418997646953499,0.030434107702401444,0.03264600027796285,0.057427459058408854,0.06472110772005744,0.05430211007310395
20210716,0.01669964163835098,0.02979736880112812,0.03773092925028181,0.055655419384545886,0.051812039486072735,0.03511239784772176
20210719,-0.007686116877394115,0.004801556667023943,0.0175024027573932,0.02635686021825485,0.02797632615121016,0.035662443028604274
20210720,0.0016093077396603969,0.011895053376949032,0.025019796161442998,0.029947327634953193,0.026179234107389624,0.024569926367729228
20210721,-0.00930571172807263,-0.00198061443550499,0.011263937396946892,0.018404936313856,0.007568808544405144,0.016874520272477773
20210722,-0.02513807273569837,-0.007290022773065365,0.005440235657553507,0.010858811222556856,-0.005135938196141814,0.020002134539556557
20210723,0.00840358269276286,0.028833209932325916,0.03755152451155287,0.03945684350111287,0.03535231508289676,0.0269487323901339
20210726,0.02861681111540074,0.04485010179773536,0.05580981535090483,0.05965187606568307,0.05828109988921851,0.029664288773817767
20210727,0.04718725398916433,0.06163694544592955,0.08327121406231976,0.09513163594671993,0.11143271153663373,0.0642454575474694
20210728,0.06615156775173116,0.07719671883142833,0.10861897643655188,0.12362241199769813,0.1308520324902523,0.06470046473852113
20210729,0.04394757555317945,0.05399862907139571,0.08174223895189638,0.09736093119814923,0.09266420032893556,0.04871662477575611
20210730,0.0359202894917317,0.05507885680411885,0.07179820169521976,0.08474185160107253,0.0902227668836094,0.054302477391877706
20210802,0.00394161153066042,0.037674274031792895,0.052967615730169955,0.07321322530598003,0.07383617590247606,0.06989456437181564
20210803,0.013191082016912506,0.03591966162350623,0.05019543782262725,0.05913875103787403,0.07201408608484318,0.05882300406793067
20210804,0.008791867310872852,0.04394955555662604,0.05072994985274887,0.06870749378337758,0.06340124534795145,0.054609378037078604
20210805,0.030391910787250894,0.055822567350512,0.05937584238443334,0.0775522544288629,0.055582165432323576,0.02519025464507268
20210806,0.05291680592960157,0.06405006042952195,0.07543367206019606,0.08168783956738143,0.05905472819786179,0.006137922268260224
20210809,0.03865613023770429,0.06754982519716979,0.07134112263355877,0.08830894307623016,0.07568115685670508,0.03702502661900079
20210810,0.042964296975309485,0.06058694581998711,0.07973342652344387,0.08275384762672768,0.07335981244022502,0.030395515464915535
20210811,0.039921894025270015,0.06511508468165764,0.0749660185693968,0.07739041815262207,0.06121139633635165,0.021289502311081634
20210812,0.03031388938118125,0.05060772843932863,0.06492398779477948,0.06717633634919501,0.054701614365485235,0.024387724984303985
20210813,0.03601957664274922,0.061770660073412254,0.06779098535133868,0.07202412797056088,0.06202641963673145,0.026006842993982232
20210816,0.01919683702393994,0.03842757837377244,0.05418989923999135,0.06074771047424998,0.07081699319753351,0.05162015617359357
20210817,0.04782828534946548,0.06748314502153253,0.08788123289317452,0.09852840037687134,0.11334525418785046,0.06551696883838498
20210818,0.027258130881925142,0.04611582128777295,0.060413151898348824,0.07387727576161945,0.08059572872259617,0.053337597840671026
20210819,0.030515717060958358,0.04605962007645228,0.05643913805044585,0.07817733027364018,0.07011275479985885,0.039597037738900484
